Pressure : 1008.13301 hPa,  Temp : 31.07778 deg,  Hum : 66.02709 pct  
Pressure : 1006.27779 hPa,  Temp : 32.15508 deg,  Hum : 32.22657 pct  
Pressure : 1006.32596 hPa,  Temp : 32.14997 deg,  Hum : 31.93130 pct  
Pressure : 1006.30603 hPa,  Temp : 32.15508 deg,  Hum : 32.10251 pct  
Pressure : 1006.27779 hPa,  Temp : 32.15508 deg,  Hum : 32.25020 pct  
Pressure : 1006.28610 hPa,  Temp : 32.16018 deg,  Hum : 32.03151 pct  
Pressure : 1006.32266 hPa,  Temp : 32.16529 deg,  Hum : 32.05502 pct  
Pressure : 1006.24625 hPa,  Temp : 32.17039 deg,  Hum : 32.18488 pct  
Pressure : 1006.30273 hPa,  Temp : 32.17039 deg,  Hum : 32.19670 pct  
Pressure : 1006.32266 hPa,  Temp : 32.16529 deg,  Hum : 32.06093 pct  
Pressure : 1006.29442 hPa,  Temp : 32.16529 deg,  Hum : 32.42129 pct  
Pressure : 1006.31435 hPa,  Temp : 32.16018 deg,  Hum : 31.97834 pct  
Pressure : 1006.25456 hPa,  Temp : 32.17550 deg,  Hum : 32.26748 pct  
Pressure : 1006.33929 hPa,  Temp : 32.17550 deg,  Hum : 32.51558 pct  
Pressure : 1006.29112 hPa,  Temp : 32.18061 deg,  Hum : 32.22601 pct  
Pressure : 1006.34761 hPa,  Temp : 32.18061 deg,  Hum : 32.29690 pct  
Pressure : 1006.29112 hPa,  Temp : 32.18061 deg,  Hum : 32.37370 pct  
Pressure : 1006.36424 hPa,  Temp : 32.19082 deg,  Hum : 32.25533 pct  
Pressure : 1006.29943 hPa,  Temp : 32.18571 deg,  Hum : 32.27907 pct  
Pressure : 1006.31936 hPa,  Temp : 32.18061 deg,  Hum : 32.18466 pct  
Pressure : 1006.31606 hPa,  Temp : 32.19592 deg,  Hum : 32.47380 pct  
Pressure : 1006.34431 hPa,  Temp : 32.19592 deg,  Hum : 32.12525 pct  
Pressure : 1006.38087 hPa,  Temp : 32.20103 deg,  Hum : 32.15467 pct  
Pressure : 1006.40080 hPa,  Temp : 32.19592 deg,  Hum : 32.15479 pct  
Pressure : 1006.40080 hPa,  Temp : 32.19592 deg,  Hum : 32.20796 pct  
Pressure : 1006.38087 hPa,  Temp : 32.20103 deg,  Hum : 32.30237 pct  
Pressure : 1006.38087 hPa,  Temp : 32.20103 deg,  Hum : 32.29647 pct  
Pressure : 1006.36094 hPa,  Temp : 32.20613 deg,  Hum : 32.49722 pct  
Pressure : 1006.36094 hPa,  Temp : 32.20613 deg,  Hum : 32.14865 pct  
Pressure : 1006.33269 hPa,  Temp : 32.20613 deg,  Hum : 32.43814 pct  
Pressure : 1006.38918 hPa,  Temp : 32.20613 deg,  Hum : 32.43814 pct  
Pressure : 1006.37757 hPa,  Temp : 32.21635 deg,  Hum : 32.59152 pct  
Pressure : 1006.41413 hPa,  Temp : 32.22145 deg,  Hum : 32.32557 pct  
Pressure : 1006.35764 hPa,  Temp : 32.22145 deg,  Hum : 32.16605 pct  
Pressure : 1006.37427 hPa,  Temp : 32.23166 deg,  Hum : 32.54985 pct  
Pressure : 1006.39420 hPa,  Temp : 32.22656 deg,  Hum : 32.40817 pct  
Pressure : 1006.32939 hPa,  Temp : 32.22145 deg,  Hum : 32.44963 pct  
Pressure : 1006.30114 hPa,  Temp : 32.22145 deg,  Hum : 32.67412 pct  
Pressure : 1006.27290 hPa,  Temp : 32.22145 deg,  Hum : 32.47326 pct  
Pressure : 1006.40251 hPa,  Temp : 32.23166 deg,  Hum : 32.60302 pct  
Pressure : 1006.37427 hPa,  Temp : 32.23166 deg,  Hum : 32.27217 pct  
Pressure : 1006.28953 hPa,  Temp : 32.23166 deg,  Hum : 32.53213 pct  
Pressure : 1006.24465 hPa,  Temp : 32.22145 deg,  Hum : 32.23104 pct  
Pressure : 1006.28121 hPa,  Temp : 32.22656 deg,  Hum : 32.44952 pct  
Pressure : 1006.35433 hPa,  Temp : 32.23677 deg,  Hum : 32.31342 pct  
Pressure : 1006.31777 hPa,  Temp : 32.23166 deg,  Hum : 32.40215 pct  
Pressure : 1006.32609 hPa,  Temp : 32.23677 deg,  Hum : 32.40204 pct  
Pressure : 1006.28953 hPa,  Temp : 32.23166 deg,  Hum : 32.40215 pct  
Pressure : 1006.24465 hPa,  Temp : 32.22145 deg,  Hum : 32.31966 pct  
Pressure : 1006.40251 hPa,  Temp : 32.23166 deg,  Hum : 32.34307 pct  
Pressure : 1006.36925 hPa,  Temp : 32.21124 deg,  Hum : 32.46757 pct  
Pressure : 1006.30946 hPa,  Temp : 32.22656 deg,  Hum : 32.56768 pct  
Pressure : 1006.34602 hPa,  Temp : 32.23166 deg,  Hum : 32.13628 pct  
Pressure : 1006.26458 hPa,  Temp : 32.21635 deg,  Hum : 32.49700 pct  
Pressure : 1006.30946 hPa,  Temp : 32.22656 deg,  Hum : 32.23093 pct  
Pressure : 1006.35764 hPa,  Temp : 32.22145 deg,  Hum : 32.12469 pct  
Pressure : 1006.37427 hPa,  Temp : 32.23166 deg,  Hum : 32.29581 pct  
Pressure : 1006.35764 hPa,  Temp : 32.22145 deg,  Hum : 32.43191 pct  
Pressure : 1006.30946 hPa,  Temp : 32.22656 deg,  Hum : 32.46725 pct  
Pressure : 1006.35764 hPa,  Temp : 32.22145 deg,  Hum : 32.18377 pct  
Pressure : 1006.38258 hPa,  Temp : 32.23677 deg,  Hum : 32.46703 pct  
Pressure : 1006.38258 hPa,  Temp : 32.23677 deg,  Hum : 32.26025 pct  
Pressure : 1006.30946 hPa,  Temp : 32.22656 deg,  Hum : 32.54996 pct  
Pressure : 1006.36265 hPa,  Temp : 32.24187 deg,  Hum : 32.27195 pct  
Pressure : 1006.31777 hPa,  Temp : 32.23166 deg,  Hum : 32.33716 pct  
Pressure : 1006.29784 hPa,  Temp : 32.23677 deg,  Hum : 32.27206 pct  
Pressure : 1006.38258 hPa,  Temp : 32.23677 deg,  Hum : 32.47294 pct  
Pressure : 1006.29784 hPa,  Temp : 32.23677 deg,  Hum : 32.36659 pct  
Pressure : 1006.29784 hPa,  Temp : 32.23677 deg,  Hum : 32.11253 pct  
Pressure : 1006.28953 hPa,  Temp : 32.23166 deg,  Hum : 32.18355 pct  
Pressure : 1006.33440 hPa,  Temp : 32.24187 deg,  Hum : 32.31922 pct  
Pressure : 1006.31447 hPa,  Temp : 32.24698 deg,  Hum : 31.86413 pct  
Pressure : 1006.35433 hPa,  Temp : 32.23677 deg,  Hum : 32.28979 pct  
Pressure : 1006.34272 hPa,  Temp : 32.24698 deg,  Hum : 32.26003 pct  
Pressure : 1006.28622 hPa,  Temp : 32.24698 deg,  Hum : 32.27775 pct  
Pressure : 1006.35934 hPa,  Temp : 32.25719 deg,  Hum : 32.01754 pct  
Pressure : 1006.35934 hPa,  Temp : 32.25719 deg,  Hum : 32.09436 pct  
Pressure : 1006.38759 hPa,  Temp : 32.25719 deg,  Hum : 32.19481 pct  
Pressure : 1006.35103 hPa,  Temp : 32.25209 deg,  Hum : 32.23628 pct  
Pressure : 1006.33941 hPa,  Temp : 32.26230 deg,  Hum : 32.29515 pct  
Pressure : 1006.36766 hPa,  Temp : 32.26230 deg,  Hum : 32.20061 pct  
Pressure : 1006.35934 hPa,  Temp : 32.25719 deg,  Hum : 32.21844 pct  
Pressure : 1006.34773 hPa,  Temp : 32.26740 deg,  Hum : 32.41912 pct  
Pressure : 1006.36766 hPa,  Temp : 32.26230 deg,  Hum : 31.99379 pct  
Pressure : 1006.34773 hPa,  Temp : 32.26740 deg,  Hum : 32.37776 pct  
Pressure : 1006.37597 hPa,  Temp : 32.26740 deg,  Hum : 32.10004 pct  
Pressure : 1006.33941 hPa,  Temp : 32.26230 deg,  Hum : 32.15924 pct  
Pressure : 1006.34773 hPa,  Temp : 32.26740 deg,  Hum : 32.46638 pct  
Pressure : 1006.29123 hPa,  Temp : 32.26740 deg,  Hum : 32.31276 pct  
Pressure : 1006.31617 hPa,  Temp : 32.28272 deg,  Hum : 32.31834 pct  
Pressure : 1006.38429 hPa,  Temp : 32.27251 deg,  Hum : 32.23584 pct  
Pressure : 1006.41254 hPa,  Temp : 32.27251 deg,  Hum : 32.26538 pct  
Pressure : 1006.37267 hPa,  Temp : 32.28272 deg,  Hum : 32.34789 pct  
Pressure : 1006.38098 hPa,  Temp : 32.28783 deg,  Hum : 32.14687 pct  
Pressure : 1006.38098 hPa,  Temp : 32.28783 deg,  Hum : 32.08778 pct  
Pressure : 1006.36105 hPa,  Temp : 32.29293 deg,  Hum : 32.33585 pct  
Pressure : 1006.38098 hPa,  Temp : 32.28783 deg,  Hum : 32.35368 pct  
Pressure : 1006.36105 hPa,  Temp : 32.29293 deg,  Hum : 32.38903 pct  
Pressure : 1006.27630 hPa,  Temp : 32.29293 deg,  Hum : 32.36539 pct  
Pressure : 1006.35273 hPa,  Temp : 32.28783 deg,  Hum : 32.15869 pct  
Pressure : 1006.34111 hPa,  Temp : 32.29804 deg,  Hum : 32.39483 pct  
Pressure : 1006.28461 hPa,  Temp : 32.29804 deg,  Hum : 32.30619 pct  
Pressure : 1006.30124 hPa,  Temp : 32.30825 deg,  Hum : 32.27052 pct  
Pressure : 1006.30124 hPa,  Temp : 32.30825 deg,  Hum : 32.14051 pct  
Pressure : 1006.33780 hPa,  Temp : 32.31335 deg,  Hum : 32.07539 pct  
Pressure : 1006.41424 hPa,  Temp : 32.30825 deg,  Hum : 32.13460 pct  
Pressure : 1006.41424 hPa,  Temp : 32.30825 deg,  Hum : 32.24688 pct  
Pressure : 1006.35774 hPa,  Temp : 32.30825 deg,  Hum : 32.43597 pct  
Pressure : 1006.40262 hPa,  Temp : 32.31846 deg,  Hum : 32.34712 pct  
Pressure : 1006.35774 hPa,  Temp : 32.30825 deg,  Hum : 32.32961 pct  
Pressure : 1006.36605 hPa,  Temp : 32.31335 deg,  Hum : 32.33541 pct  
Pressure : 1006.37437 hPa,  Temp : 32.31846 deg,  Hum : 32.31166 pct  
Pressure : 1006.38268 hPa,  Temp : 32.32357 deg,  Hum : 32.33519 pct  
Pressure : 1006.39931 hPa,  Temp : 32.33378 deg,  Hum : 32.28770 pct  
Pressure : 1006.39100 hPa,  Temp : 32.32867 deg,  Hum : 32.40008 pct  
Pressure : 1006.41925 hPa,  Temp : 32.32867 deg,  Hum : 32.62463 pct  
Pressure : 1006.45581 hPa,  Temp : 32.33378 deg,  Hum : 32.38225 pct  
Pressure : 1006.46413 hPa,  Temp : 32.33888 deg,  Hum : 32.22258 pct  
Pressure : 1006.39931 hPa,  Temp : 32.33378 deg,  Hum : 32.24042 pct  
Pressure : 1006.39100 hPa,  Temp : 32.32867 deg,  Hum : 32.34099 pct  
Pressure : 1006.42756 hPa,  Temp : 32.33378 deg,  Hum : 32.34088 pct  
Pressure : 1006.45581 hPa,  Temp : 32.33378 deg,  Hum : 32.52407 pct  
Pressure : 1006.33450 hPa,  Temp : 32.32867 deg,  Hum : 32.05733 pct  
Pressure : 1006.41594 hPa,  Temp : 32.34399 deg,  Hum : 32.14564 pct  
Pressure : 1006.35944 hPa,  Temp : 32.34399 deg,  Hum : 32.41749 pct  
Pressure : 1006.38769 hPa,  Temp : 32.34399 deg,  Hum : 32.60067 pct  
Pressure : 1006.38769 hPa,  Temp : 32.34399 deg,  Hum : 31.90332 pct  
Pressure : 1006.36775 hPa,  Temp : 32.34909 deg,  Hum : 32.11598 pct  
Pressure : 1006.38769 hPa,  Temp : 32.34399 deg,  Hum : 32.54158 pct  
Pressure : 1006.32287 hPa,  Temp : 32.33888 deg,  Hum : 32.22849 pct  
Pressure : 1006.30293 hPa,  Temp : 32.34399 deg,  Hum : 32.19883 pct  
Pressure : 1006.39600 hPa,  Temp : 32.34909 deg,  Hum : 32.25191 pct  
Pressure : 1006.42425 hPa,  Temp : 32.34909 deg,  Hum : 32.34646 pct  
Pressure : 1006.37606 hPa,  Temp : 32.35420 deg,  Hum : 32.15133 pct  
Pressure : 1006.40432 hPa,  Temp : 32.35420 deg,  Hum : 32.28134 pct  
Pressure : 1006.42425 hPa,  Temp : 32.34909 deg,  Hum : 32.37601 pct  
Pressure : 1006.42425 hPa,  Temp : 32.34909 deg,  Hum : 32.19281 pct  
Pressure : 1006.37937 hPa,  Temp : 32.33888 deg,  Hum : 32.24031 pct  
Pressure : 1006.39600 hPa,  Temp : 32.34909 deg,  Hum : 32.11007 pct  
Pressure : 1006.37937 hPa,  Temp : 32.33888 deg,  Hum : 32.18121 pct  
Pressure : 1006.44419 hPa,  Temp : 32.34399 deg,  Hum : 32.33475 pct  
Pressure : 1006.40763 hPa,  Temp : 32.33888 deg,  Hum : 31.73203 pct  
Pressure : 1006.39931 hPa,  Temp : 32.33378 deg,  Hum : 31.91537 pct  
Pressure : 1006.43588 hPa,  Temp : 32.33888 deg,  Hum : 32.32304 pct  
Pressure : 1006.35944 hPa,  Temp : 32.34399 deg,  Hum : 32.22247 pct  
Pressure : 1006.32618 hPa,  Temp : 32.32357 deg,  Hum : 32.01016 pct  
Pressure : 1006.50400 hPa,  Temp : 32.32867 deg,  Hum : 32.12234 pct  
Pressure : 1006.45581 hPa,  Temp : 32.33378 deg,  Hum : 32.17541 pct  
Pressure : 1006.36605 hPa,  Temp : 32.31335 deg,  Hum : 31.86264 pct  
Pressure : 1006.40262 hPa,  Temp : 32.31846 deg,  Hum : 31.57883 pct  
Pressure : 1006.37437 hPa,  Temp : 32.31846 deg,  Hum : 31.86844 pct  
Pressure : 1006.32949 hPa,  Temp : 32.30825 deg,  Hum : 31.86866 pct  
Pressure : 1006.42256 hPa,  Temp : 32.31335 deg,  Hum : 31.75035 pct  
Pressure : 1006.42256 hPa,  Temp : 32.31335 deg,  Hum : 31.56713 pct  
Pressure : 1006.32118 hPa,  Temp : 32.30314 deg,  Hum : 31.71512 pct  
Pressure : 1006.40593 hPa,  Temp : 32.30314 deg,  Hum : 31.73285 pct  
Pressure : 1006.39761 hPa,  Temp : 32.29804 deg,  Hum : 30.48572 pct  
Pressure : 1006.39430 hPa,  Temp : 32.31335 deg,  Hum : 31.50211 pct  
Pressure : 1006.36605 hPa,  Temp : 32.31335 deg,  Hum : 31.76808 pct  
Pressure : 1006.35774 hPa,  Temp : 32.30825 deg,  Hum : 31.60271 pct  
Pressure : 1006.39430 hPa,  Temp : 32.31335 deg,  Hum : 31.98084 pct  
Pressure : 1006.34943 hPa,  Temp : 32.30314 deg,  Hum : 31.70330 pct  
Pressure : 1006.33780 hPa,  Temp : 32.31335 deg,  Hum : 31.75626 pct  
Pressure : 1006.32949 hPa,  Temp : 32.30825 deg,  Hum : 32.01050 pct  
Pressure : 1006.33780 hPa,  Temp : 32.31335 deg,  Hum : 31.89810 pct  
Pressure : 1006.19655 hPa,  Temp : 32.31335 deg,  Hum : 31.76217 pct  
Pressure : 1006.18824 hPa,  Temp : 32.30825 deg,  Hum : 31.69136 pct  
Pressure : 1006.21649 hPa,  Temp : 32.30825 deg,  Hum : 31.87457 pct  
Pressure : 1006.22480 hPa,  Temp : 32.31335 deg,  Hum : 31.64987 pct  
Pressure : 1006.22480 hPa,  Temp : 32.31335 deg,  Hum : 31.36616 pct  
Pressure : 1006.17993 hPa,  Temp : 32.30314 deg,  Hum : 31.11814 pct  
Pressure : 1006.17993 hPa,  Temp : 32.30314 deg,  Hum : 31.52008 pct  
Pressure : 1006.19155 hPa,  Temp : 32.29293 deg,  Hum : 31.07701 pct  
Pressure : 1006.19155 hPa,  Temp : 32.29293 deg,  Hum : 31.18932 pct  
Pressure : 1005.96056 hPa,  Temp : 32.27251 deg,  Hum : 31.08342 pct  
Pressure : 1006.10181 hPa,  Temp : 32.27251 deg,  Hum : 31.04204 pct  
Pressure : 1006.22311 hPa,  Temp : 32.27761 deg,  Hum : 31.07147 pct  
Pressure : 1006.29954 hPa,  Temp : 32.27251 deg,  Hum : 31.64490 pct  
Pressure : 1006.20649 hPa,  Temp : 32.26740 deg,  Hum : 31.29632 pct  
Pressure : 1006.24305 hPa,  Temp : 32.27251 deg,  Hum : 31.71582 pct  
Pressure : 1006.29624 hPa,  Temp : 32.28783 deg,  Hum : 31.32539 pct  
Pressure : 1006.29954 hPa,  Temp : 32.27251 deg,  Hum : 31.42032 pct  
Pressure : 1006.26799 hPa,  Temp : 32.28783 deg,  Hum : 31.56772 pct  
Pressure : 1006.24805 hPa,  Temp : 32.29293 deg,  Hum : 31.88674 pct  
Pressure : 1006.24805 hPa,  Temp : 32.29293 deg,  Hum : 31.48485 pct  
Pressure : 1006.21480 hPa,  Temp : 32.27251 deg,  Hum : 31.59762 pct  
Pressure : 1006.28792 hPa,  Temp : 32.28272 deg,  Hum : 31.68604 pct  
Pressure : 1006.28792 hPa,  Temp : 32.28272 deg,  Hum : 31.66831 pct  
Pressure : 1006.26799 hPa,  Temp : 32.28783 deg,  Hum : 31.68592 pct  
Pressure : 1006.23974 hPa,  Temp : 32.28783 deg,  Hum : 31.53226 pct  
Pressure : 1006.23974 hPa,  Temp : 32.28783 deg,  Hum : 31.79821 pct  
Pressure : 1006.16330 hPa,  Temp : 32.29293 deg,  Hum : 31.57351 pct  
Pressure : 1006.33280 hPa,  Temp : 32.29293 deg,  Hum : 31.69171 pct  
Pressure : 1006.24805 hPa,  Temp : 32.29293 deg,  Hum : 31.42575 pct  
Pressure : 1006.36105 hPa,  Temp : 32.29293 deg,  Hum : 31.44939 pct  
Pressure : 1006.40593 hPa,  Temp : 32.30314 deg,  Hum : 31.34867 pct  
Pressure : 1006.38930 hPa,  Temp : 32.29293 deg,  Hum : 31.70353 pct  
Pressure : 1006.43418 hPa,  Temp : 32.30314 deg,  Hum : 31.52599 pct  
Pressure : 1006.49899 hPa,  Temp : 32.30825 deg,  Hum : 31.60271 pct  
Pressure : 1006.51893 hPa,  Temp : 32.30314 deg,  Hum : 31.88060 pct  
Pressure : 1006.47074 hPa,  Temp : 32.30825 deg,  Hum : 31.54951 pct  
Pressure : 1006.48236 hPa,  Temp : 32.29804 deg,  Hum : 31.39017 pct  
Pressure : 1006.59206 hPa,  Temp : 32.31335 deg,  Hum : 31.57895 pct  
Pressure : 1006.42256 hPa,  Temp : 32.31335 deg,  Hum : 31.34252 pct  
Pressure : 1006.47906 hPa,  Temp : 32.31335 deg,  Hum : 31.52575 pct  
Pressure : 1006.53556 hPa,  Temp : 32.31335 deg,  Hum : 31.17110 pct  
Pressure : 1006.42256 hPa,  Temp : 32.31335 deg,  Hum : 31.51393 pct  
Pressure : 1006.55549 hPa,  Temp : 32.30825 deg,  Hum : 31.51996 pct  
Pressure : 1006.52724 hPa,  Temp : 32.30825 deg,  Hum : 31.49041 pct  
Pressure : 1006.53556 hPa,  Temp : 32.31335 deg,  Hum : 31.43709 pct  
Pressure : 1006.57212 hPa,  Temp : 32.31846 deg,  Hum : 31.26555 pct  
Pressure : 1006.50731 hPa,  Temp : 32.31335 deg,  Hum : 31.46664 pct  
Pressure : 1006.48737 hPa,  Temp : 32.31846 deg,  Hum : 31.23600 pct  
Pressure : 1006.50731 hPa,  Temp : 32.31335 deg,  Hum : 31.44891 pct  
Pressure : 1006.50731 hPa,  Temp : 32.31335 deg,  Hum : 31.58486 pct  
Pressure : 1006.57212 hPa,  Temp : 32.31846 deg,  Hum : 31.66749 pct  
Pressure : 1006.57212 hPa,  Temp : 32.31846 deg,  Hum : 31.56110 pct  
Pressure : 1006.62862 hPa,  Temp : 32.31846 deg,  Hum : 31.14142 pct  
Pressure : 1006.62031 hPa,  Temp : 32.31335 deg,  Hum : 31.37798 pct  
Pressure : 1006.57212 hPa,  Temp : 32.31846 deg,  Hum : 31.43106 pct  
Pressure : 1006.60037 hPa,  Temp : 32.31846 deg,  Hum : 31.27146 pct  
Pressure : 1006.60037 hPa,  Temp : 32.31846 deg,  Hum : 31.10595 pct  
Pressure : 1006.61199 hPa,  Temp : 32.30825 deg,  Hum : 31.44903 pct  
Pressure : 1006.63694 hPa,  Temp : 32.32357 deg,  Hum : 31.31863 pct  
Pressure : 1006.60367 hPa,  Temp : 32.30314 deg,  Hum : 31.47279 pct  
Pressure : 1006.64024 hPa,  Temp : 32.30825 deg,  Hum : 31.38401 pct  
Pressure : 1006.64024 hPa,  Temp : 32.30825 deg,  Hum : 31.12393 pct  
Pressure : 1006.58374 hPa,  Temp : 32.30825 deg,  Hum : 31.65590 pct  
Pressure : 1006.64024 hPa,  Temp : 32.30825 deg,  Hum : 31.46085 pct  
Pressure : 1006.61199 hPa,  Temp : 32.30825 deg,  Hum : 31.29535 pct  
Pressure : 1006.66017 hPa,  Temp : 32.30314 deg,  Hum : 31.41369 pct  
Pressure : 1006.60367 hPa,  Temp : 32.30314 deg,  Hum : 31.33094 pct  
Pressure : 1006.65186 hPa,  Temp : 32.29804 deg,  Hum : 31.28377 pct  
Pressure : 1006.64856 hPa,  Temp : 32.31335 deg,  Hum : 31.17701 pct  
Pressure : 1006.63192 hPa,  Temp : 32.30314 deg,  Hum : 30.98809 pct  
Pressure : 1006.56711 hPa,  Temp : 32.29804 deg,  Hum : 31.11235 pct  
Pressure : 1006.58704 hPa,  Temp : 32.29293 deg,  Hum : 31.08292 pct  
Pressure : 1006.64024 hPa,  Temp : 32.30825 deg,  Hum : 31.10620 pct  
Pressure : 1006.60367 hPa,  Temp : 32.30314 deg,  Hum : 31.23045 pct  
Pressure : 1006.62361 hPa,  Temp : 32.29804 deg,  Hum : 31.12418 pct  
Pressure : 1006.66017 hPa,  Temp : 32.30314 deg,  Hum : 31.24819 pct  
Pressure : 1006.65186 hPa,  Temp : 32.29804 deg,  Hum : 31.17146 pct  
Pressure : 1006.60698 hPa,  Temp : 32.28783 deg,  Hum : 31.21900 pct  
Pressure : 1006.61529 hPa,  Temp : 32.29293 deg,  Hum : 31.19523 pct  
Pressure : 1006.58704 hPa,  Temp : 32.29293 deg,  Hum : 31.53214 pct  
Pressure : 1006.59536 hPa,  Temp : 32.29804 deg,  Hum : 31.30742 pct  
Pressure : 1006.59536 hPa,  Temp : 32.29804 deg,  Hum : 31.15373 pct  
Pressure : 1006.59536 hPa,  Temp : 32.29804 deg,  Hum : 31.26604 pct  
Pressure : 1006.61199 hPa,  Temp : 32.30825 deg,  Hum : 31.59680 pct  
Pressure : 1006.60367 hPa,  Temp : 32.30314 deg,  Hum : 31.31912 pct  
Pressure : 1006.60367 hPa,  Temp : 32.30314 deg,  Hum : 31.33094 pct  
Pressure : 1006.64024 hPa,  Temp : 32.30825 deg,  Hum : 31.28353 pct  
Pressure : 1006.63192 hPa,  Temp : 32.30314 deg,  Hum : 31.32503 pct  
Pressure : 1006.56711 hPa,  Temp : 32.29804 deg,  Hum : 31.30150 pct  
Pressure : 1006.60367 hPa,  Temp : 32.30314 deg,  Hum : 31.31912 pct  
Pressure : 1006.64856 hPa,  Temp : 32.31335 deg,  Hum : 31.60850 pct  
Pressure : 1006.61199 hPa,  Temp : 32.30825 deg,  Hum : 31.54951 pct  
Pressure : 1006.65687 hPa,  Temp : 32.31846 deg,  Hum : 31.68522 pct  
Pressure : 1006.60367 hPa,  Temp : 32.30314 deg,  Hum : 31.36049 pct  
Pressure : 1006.61199 hPa,  Temp : 32.30825 deg,  Hum : 31.28353 pct  
Pressure : 1006.64856 hPa,  Temp : 32.31335 deg,  Hum : 31.41345 pct  
Pressure : 1006.66849 hPa,  Temp : 32.30825 deg,  Hum : 31.40175 pct  
Pressure : 1006.60037 hPa,  Temp : 32.31846 deg,  Hum : 31.17688 pct  
Pressure : 1006.66849 hPa,  Temp : 32.30825 deg,  Hum : 31.06482 pct  
Pressure : 1006.61199 hPa,  Temp : 32.30825 deg,  Hum : 31.29535 pct  
Pressure : 1006.62031 hPa,  Temp : 32.31335 deg,  Hum : 31.24794 pct  
Pressure : 1006.62031 hPa,  Temp : 32.31335 deg,  Hum : 31.34252 pct  
Pressure : 1006.65687 hPa,  Temp : 32.31846 deg,  Hum : 31.37786 pct  
Pressure : 1006.56381 hPa,  Temp : 32.31335 deg,  Hum : 31.37207 pct  
Pressure : 1006.71338 hPa,  Temp : 32.31846 deg,  Hum : 31.54928 pct  
Pressure : 1006.61700 hPa,  Temp : 32.32867 deg,  Hum : 31.59632 pct  
Pressure : 1006.61700 hPa,  Temp : 32.32867 deg,  Hum : 31.09388 pct  
Pressure : 1006.69344 hPa,  Temp : 32.32357 deg,  Hum : 31.66146 pct  
Pressure : 1006.66519 hPa,  Temp : 32.32357 deg,  Hum : 31.60235 pct  
Pressure : 1006.66519 hPa,  Temp : 32.32357 deg,  Hum : 31.50187 pct  
Pressure : 1006.64526 hPa,  Temp : 32.32867 deg,  Hum : 31.40718 pct  
Pressure : 1006.61700 hPa,  Temp : 32.32867 deg,  Hum : 31.68498 pct  
Pressure : 1006.61700 hPa,  Temp : 32.32867 deg,  Hum : 31.35989 pct  
Pressure : 1006.61700 hPa,  Temp : 32.32867 deg,  Hum : 31.26531 pct  
Pressure : 1006.66519 hPa,  Temp : 32.32357 deg,  Hum : 31.54916 pct  
Pressure : 1006.68182 hPa,  Temp : 32.33378 deg,  Hum : 31.52528 pct  
Pressure : 1006.64526 hPa,  Temp : 32.32867 deg,  Hum : 31.60223 pct  
Pressure : 1006.56882 hPa,  Temp : 32.33378 deg,  Hum : 31.51937 pct  
Pressure : 1006.63364 hPa,  Temp : 32.33888 deg,  Hum : 31.57244 pct  
Pressure : 1006.64195 hPa,  Temp : 32.34399 deg,  Hum : 31.25312 pct  
Pressure : 1006.65027 hPa,  Temp : 32.34909 deg,  Hum : 31.64314 pct  
Pressure : 1006.64195 hPa,  Temp : 32.34399 deg,  Hum : 31.76738 pct  
Pressure : 1006.67020 hPa,  Temp : 32.34399 deg,  Hum : 31.43637 pct  
Pressure : 1006.65027 hPa,  Temp : 32.34909 deg,  Hum : 31.47763 pct  
Pressure : 1006.57713 hPa,  Temp : 32.33888 deg,  Hum : 31.52516 pct  
Pressure : 1006.65027 hPa,  Temp : 32.34909 deg,  Hum : 31.55448 pct  
Pressure : 1006.69014 hPa,  Temp : 32.33888 deg,  Hum : 31.57836 pct  
Pressure : 1006.67852 hPa,  Temp : 32.34909 deg,  Hum : 31.50719 pct  
Pressure : 1006.62202 hPa,  Temp : 32.34909 deg,  Hum : 31.56039 pct  
Pressure : 1006.65858 hPa,  Temp : 32.35420 deg,  Hum : 31.75533 pct  
Pressure : 1006.63033 hPa,  Temp : 32.35420 deg,  Hum : 31.34746 pct  
Pressure : 1006.67020 hPa,  Temp : 32.34399 deg,  Hum : 31.54868 pct  
Pressure : 1006.71509 hPa,  Temp : 32.35420 deg,  Hum : 31.57209 pct  
Pressure : 1006.66690 hPa,  Temp : 32.35931 deg,  Hum : 31.35325 pct  
Pressure : 1006.66690 hPa,  Temp : 32.35931 deg,  Hum : 31.56015 pct  
Pressure : 1006.60208 hPa,  Temp : 32.35420 deg,  Hum : 31.56618 pct  
Pressure : 1006.63865 hPa,  Temp : 32.35931 deg,  Hum : 31.64882 pct  
Pressure : 1006.65858 hPa,  Temp : 32.35420 deg,  Hum : 31.85581 pct  
Pressure : 1006.66690 hPa,  Temp : 32.35931 deg,  Hum : 31.73748 pct  
Pressure : 1006.65528 hPa,  Temp : 32.36952 deg,  Hum : 31.79636 pct  
Pressure : 1006.65528 hPa,  Temp : 32.36952 deg,  Hum : 31.71360 pct  
Pressure : 1006.65528 hPa,  Temp : 32.36952 deg,  Hum : 31.84364 pct  
Pressure : 1006.56721 hPa,  Temp : 32.38483 deg,  Hum : 31.69552 pct  
Pressure : 1006.59046 hPa,  Temp : 32.36441 deg,  Hum : 31.90877 pct  
Pressure : 1006.55058 hPa,  Temp : 32.37462 deg,  Hum : 31.43565 pct  
Pressure : 1006.62703 hPa,  Temp : 32.36952 deg,  Hum : 31.62494 pct  
